arxiv_id,title,authors,abstract,published_date,updated_date,categories,pdf_url,page_url,doi,journal_ref,event,event_edition,category_source,scraped_at
2503.15697v1,Technical Report for the 5th CLVision Challenge at CVPR: Addressing the  Class-Incremental with Repetition using Unlabeled Data -- 4th Place Solution,Panagiota Moraiti; Efstathios Karypidis,"This paper outlines our approach to the 5th CLVision challenge at CVPR, which addresses the Class-Incremental with Repetition (CIR) scenario. In contrast to traditional class incremental learning, this novel setting introduces unique challenges and research opportunities, particularly through the integration of unlabeled data into the training process. In the CIR scenario, encountered classes may reappear in later learning experiences, and each experience may involve only a subset of the overall class distribution. Additionally, the unlabeled data provided during training may include instances of unseen classes, or irrelevant classes which should be ignored. Our approach focuses on retaining previously learned knowledge by utilizing knowledge distillation and pseudo-labeling techniques. The key characteristic of our method is the exploitation of unlabeled data during training, in order to maintain optimal performance on instances of previously encountered categories and reduce the detrimental effects of catastrophic forgetting. Our method achieves an average accuracy of 16.68\% during the pre-selection phase and 21.19% during the final evaluation phase, outperforming the baseline accuracy of 9.39%. We provide the implementation code at https://github.com/panagiotamoraiti/continual-learning-challenge-2024 .",2025-03-19,2025-03-19,cs.CV,http://arxiv.org/pdf/2503.15697v1,http://arxiv.org/abs/2503.15697v1,,,CVPR,2024,cs.CV,2025-09-09T07:37:20.203266
2412.16947v1,Separating Drone Point Clouds From Complex Backgrounds by Cluster Filter  -- Technical Report for CVPR 2024 UG2 Challenge,Hanfang Liang; Jinming Hu; Xiaohuan Ling; Bing Wang,"The increasing deployment of small drones as tools of conflict and disruption has amplified their threat, highlighting the urgent need for effective anti-drone measures. However, the compact size of most drones presents a significant challenge, as traditional supervised point cloud or image-based object detection methods often fail to identify such small objects effectively. This paper proposes a simple UAV detection method using an unsupervised pipeline. It uses spatial-temporal sequence processing to fuse multiple lidar datasets effectively, tracking and determining the position of UAVs, so as to detect and track UAVs in challenging environments. Our method performs front and rear background segmentation of point clouds through a global-local sequence clusterer and parses point cloud data from both the spatial-temporal density and spatial-temporal voxels of the point cloud. Furthermore, a scoring mechanism for point cloud moving targets is proposed, using time series detection to improve accuracy and efficiency. We used the MMAUD dataset, and our method achieved 4th place in the CVPR 2024 UG2+ Challenge, confirming the effectiveness of our method in practical applications.",2024-12-22,2024-12-22,cs.CV,http://arxiv.org/pdf/2412.16947v1,http://arxiv.org/abs/2412.16947v1,,,CVPR,2024,cs.CV,2025-09-09T07:37:20.203291
2412.07247v1,Driving with InternVL: Oustanding Champion in the Track on Driving with  Language of the Autonomous Grand Challenge at CVPR 2024,Jiahan Li; Zhiqi Li; Tong Lu,"This technical report describes the methods we employed for the Driving with Language track of the CVPR 2024 Autonomous Grand Challenge. We utilized a powerful open-source multimodal model, InternVL-1.5, and conducted a full-parameter fine-tuning on the competition dataset, DriveLM-nuScenes. To effectively handle the multi-view images of nuScenes and seamlessly inherit InternVL's outstanding multimodal understanding capabilities, we formatted and concatenated the multi-view images in a specific manner. This ensured that the final model could meet the specific requirements of the competition task while leveraging InternVL's powerful image understanding capabilities. Meanwhile, we designed a simple automatic annotation strategy that converts the center points of objects in DriveLM-nuScenes into corresponding bounding boxes. As a result, our single model achieved a score of 0.6002 on the final leadboard.",2024-12-10,2024-12-10,cs.CV,http://arxiv.org/pdf/2412.07247v1,http://arxiv.org/abs/2412.07247v1,,,CVPR,2024,cs.CV,2025-09-09T07:37:20.203317
2411.02445v1,WiCV@CVPR2024: The Thirteenth Women In Computer Vision Workshop at the  Annual CVPR Conference,Asra Aslam; Sachini Herath; Ziqi Huang; Estefania Talavera; Deblina Bhattacharjee; Himangi Mittal; Vanessa Staderini; Mengwei Ren; Azade Farshad,"In this paper, we present the details of Women in Computer Vision Workshop - WiCV 2024, organized alongside the CVPR 2024 in Seattle, Washington, United States. WiCV aims to amplify the voices of underrepresented women in the computer vision community, fostering increased visibility in both academia and industry. We believe that such events play a vital role in addressing gender imbalances within the field. The annual WiCV@CVPR workshop offers a)~opportunity for collaboration between researchers from minority groups, b) mentorship for female junior researchers, c) financial support to presenters to alleviate financial burdens and d)~a diverse array of role models who can inspire younger researchers at the outset of their careers. In this paper, we present a comprehensive report on the workshop program, historical trends from the past WiCV@CVPR events, and a summary of statistics related to presenters, attendees, and sponsorship for the WiCV 2024 workshop.",2024-11-03,2024-11-03,cs.CV,http://arxiv.org/pdf/2411.02445v1,http://arxiv.org/abs/2411.02445v1,,,CVPR,2024,cs.CV,2025-09-09T07:37:20.203347
2410.09649v1,Learning the Bitter Lesson: Empirical Evidence from 20 Years of CVPR  Proceedings,Mojtaba Yousefi; Jack Collins,"This study examines the alignment of \emph{Conference on Computer Vision and Pattern Recognition} (CVPR) research with the principles of the ""bitter lesson"" proposed by Rich Sutton. We analyze two decades of CVPR abstracts and titles using large language models (LLMs) to assess the field's embracement of these principles. Our methodology leverages state-of-the-art natural language processing techniques to systematically evaluate the evolution of research approaches in computer vision. The results reveal significant trends in the adoption of general-purpose learning algorithms and the utilization of increased computational resources. We discuss the implications of these findings for the future direction of computer vision research and its potential impact on broader artificial intelligence development. This work contributes to the ongoing dialogue about the most effective strategies for advancing machine learning and computer vision, offering insights that may guide future research priorities and methodologies in the field.",2024-10-12,2024-10-12,"cs.CV, cs.CL, cs.LG",http://arxiv.org/pdf/2410.09649v1,http://arxiv.org/abs/2410.09649v1,,,CVPR,2024,cs.CV,2025-09-09T07:37:20.203368
2407.09285v1,MetaFood CVPR 2024 Challenge on Physically Informed 3D Food  Reconstruction: Methods and Results,Jiangpeng He; Yuhao Chen; Gautham Vinod; Talha Ibn Mahmud; Fengqing Zhu; Edward Delp; Alexander Wong; Pengcheng Xi; Ahmad AlMughrabi; Umair Haroon; Ricardo Marques; Petia Radeva; Jiadong Tang; Dianyi Yang; Yu Gao; Zhaoxiang Liang; Yawei Jueluo; Chengyu Shi; Pengyu Wang,"The increasing interest in computer vision applications for nutrition and dietary monitoring has led to the development of advanced 3D reconstruction techniques for food items. However, the scarcity of high-quality data and limited collaboration between industry and academia have constrained progress in this field. Building on recent advancements in 3D reconstruction, we host the MetaFood Workshop and its challenge for Physically Informed 3D Food Reconstruction. This challenge focuses on reconstructing volume-accurate 3D models of food items from 2D images, using a visible checkerboard as a size reference. Participants were tasked with reconstructing 3D models for 20 selected food items of varying difficulty levels: easy, medium, and hard. The easy level provides 200 images, the medium level provides 30 images, and the hard level provides only 1 image for reconstruction. In total, 16 teams submitted results in the final testing phase. The solutions developed in this challenge achieved promising results in 3D food reconstruction, with significant potential for improving portion estimation for dietary assessment and nutritional monitoring. More details about this workshop challenge and access to the dataset can be found at https://sites.google.com/view/cvpr-metafood-2024.",2024-07-12,2024-07-12,cs.CV,http://arxiv.org/pdf/2407.09285v1,http://arxiv.org/abs/2407.09285v1,,,CVPR,2024,cs.CV,2025-09-09T07:37:20.203410
2407.01907v1,The Solution for the ICCV 2023 Perception Test Challenge 2023 -- Task 6  -- Grounded videoQA,Hailiang Zhang; Dian Chao; Zhihao Guan; Yang Yang,"In this paper, we introduce a grounded video question-answering solution. Our research reveals that the fixed official baseline method for video question answering involves two main steps: visual grounding and object tracking. However, a significant challenge emerges during the initial step, where selected frames may lack clearly identifiable target objects. Furthermore, single images cannot address questions like ""Track the container from which the person pours the first time."" To tackle this issue, we propose an alternative two-stage approach:(1) First, we leverage the VALOR model to answer questions based on video information.(2) concatenate the answered questions with their respective answers. Finally, we employ TubeDETR to generate bounding boxes for the targets.",2024-07-02,2024-07-02,"cs.CV, cs.LG",http://arxiv.org/pdf/2407.01907v1,http://arxiv.org/abs/2407.01907v1,,,ICCV,2024,cs.CV,2025-09-09T07:37:23.887864
2407.02318v1,The Solution for Temporal Sound Localisation Task of ICCV 1st Perception  Test Challenge 2023,Yurui Huang; Yang Yang; Shou Chen; Xiangyu Wu; Qingguo Chen; Jianfeng Lu,"In this paper, we propose a solution for improving the quality of temporal sound localization. We employ a multimodal fusion approach to combine visual and audio features. High-quality visual features are extracted using a state-of-the-art self-supervised pre-training network, resulting in efficient video feature representations. At the same time, audio features serve as complementary information to help the model better localize the start and end of sounds. The fused features are trained in a multi-scale Transformer for training. In the final test dataset, we achieved a mean average precision (mAP) of 0.33, obtaining the second-best performance in this track.",2024-07-01,2024-07-01,"cs.SD, cs.CV, cs.LG, eess.AS",http://arxiv.org/pdf/2407.02318v1,http://arxiv.org/abs/2407.02318v1,,,ICCV,2024,cs.CV,2025-09-09T07:37:23.887902
2404.10441v1,1st Place Solution for ICCV 2023 OmniObject3D Challenge: Sparse-View  Reconstruction,Hang Du; Yaping Xue; Weidong Dai; Xuejun Yan; Jingjing Wang,"In this report, we present the 1st place solution for ICCV 2023 OmniObject3D Challenge: Sparse-View Reconstruction. The challenge aims to evaluate approaches for novel view synthesis and surface reconstruction using only a few posed images of each object. We utilize Pixel-NeRF as the basic model, and apply depth supervision as well as coarse-to-fine positional encoding. The experiments demonstrate the effectiveness of our approach in improving sparse-view reconstruction quality. We ranked first in the final test with a PSNR of 25.44614.",2024-04-16,2024-04-16,cs.CV,http://arxiv.org/pdf/2404.10441v1,http://arxiv.org/abs/2404.10441v1,,,ICCV,2024,cs.CV,2025-09-09T07:37:23.887926
2403.17994v1,Solution for Point Tracking Task of ICCV 1st Perception Test Challenge  2023,Hongpeng Pan; Yang Yang; Zhongtian Fu; Yuxuan Zhang; Shian Du; Yi Xu; Xiangyang Ji,"This report proposes an improved method for the Tracking Any Point (TAP) task, which tracks any physical surface through a video. Several existing approaches have explored the TAP by considering the temporal relationships to obtain smooth point motion trajectories, however, they still suffer from the cumulative error caused by temporal prediction. To address this issue, we propose a simple yet effective approach called TAP with confident static points (TAPIR+), which focuses on rectifying the tracking of the static point in the videos shot by a static camera. To clarify, our approach contains two key components: (1) Multi-granularity Camera Motion Detection, which could identify the video sequence by the static camera shot. (2) CMR-based point trajectory prediction with one moving object segmentation approach to isolate the static point from the moving object. Our approach ranked first in the final test with a score of 0.46.",2024-03-26,2024-03-26,"cs.CV, cs.LG",http://arxiv.org/pdf/2403.17994v1,http://arxiv.org/abs/2403.17994v1,,,ICCV,2024,cs.CV,2025-09-09T07:37:23.887953
2403.17342v1,The Solution for the ICCV 2023 1st Scientific Figure Captioning  Challenge,Dian Chao; Xin Song; Shupeng Zhong; Boyuan Wang; Xiangyu Wu; Chen Zhu; Yang Yang,"In this paper, we propose a solution for improving the quality of captions generated for figures in papers. We adopt the approach of summarizing the textual content in the paper to generate image captions. Throughout our study, we encounter discrepancies in the OCR information provided in the official dataset. To rectify this, we employ the PaddleOCR toolkit to extract OCR information from all images. Moreover, we observe that certain textual content in the official paper pertains to images that are not relevant for captioning, thereby introducing noise during caption generation. To mitigate this issue, we leverage LLaMA to extract image-specific information by querying the textual content based on image mentions, effectively filtering out extraneous information. Additionally, we recognize a discrepancy between the primary use of maximum likelihood estimation during text generation and the evaluation metrics such as ROUGE employed to assess the quality of generated captions. To bridge this gap, we integrate the BRIO model framework, enabling a more coherent alignment between the generation and evaluation processes. Our approach ranked first in the final test with a score of 4.49.",2024-03-26,2024-03-26,"cs.CV, cs.AI",http://arxiv.org/pdf/2403.17342v1,http://arxiv.org/abs/2403.17342v1,,,ICCV,2024,cs.CV,2025-09-09T07:37:23.887980
2311.16843v1,Self-training solutions for the ICCV 2023 GeoNet Challenge,Lijun Sheng; Zhengbo Wang; Jian Liang,"GeoNet is a recently proposed domain adaptation benchmark consisting of three challenges (i.e., GeoUniDA, GeoImNet, and GeoPlaces). Each challenge contains images collected from the USA and Asia where there are huge geographical gaps. Our solution adopts a two-stage source-free domain adaptation framework with a Swin Transformer backbone to achieve knowledge transfer from the USA (source) domain to Asia (target) domain. In the first stage, we train a source model using labeled source data with a re-sampling strategy and two types of cross-entropy loss. In the second stage, we generate pseudo labels for unlabeled target data to fine-tune the model. Our method achieves an H-score of 74.56% and ultimately ranks 1st in the GeoUniDA challenge. In GeoImNet and GeoPlaces challenges, our solution also reaches a top-3 accuracy of 64.46% and 51.23%, respectively.",2023-11-28,2023-11-28,cs.CV,http://arxiv.org/pdf/2311.16843v1,http://arxiv.org/abs/2311.16843v1,,,ICCV,2024,cs.CV,2025-09-09T07:37:23.888001
2310.13533v1,Technical Report for ICCV 2023 Visual Continual Learning Challenge:  Continuous Test-time Adaptation for Semantic Segmentation,Damian Sójka; Yuyang Liu; Dipam Goswami; Sebastian Cygert; Bartłomiej Twardowski; Joost van de Weijer,"The goal of the challenge is to develop a test-time adaptation (TTA) method, which could adapt the model to gradually changing domains in video sequences for semantic segmentation task. It is based on a synthetic driving video dataset - SHIFT. The source model is trained on images taken during daytime in clear weather. Domain changes at test-time are mainly caused by varying weather conditions and times of day. The TTA methods are evaluated in each image sequence (video) separately, meaning the model is reset to the source model state before the next sequence. Images come one by one and a prediction has to be made at the arrival of each frame. Each sequence is composed of 401 images and starts with the source domain, then gradually drifts to a different one (changing weather or time of day) until the middle of the sequence. In the second half of the sequence, the domain gradually shifts back to the source one. Ground truth data is available only for the validation split of the SHIFT dataset, in which there are only six sequences that start and end with the source domain. We conduct an analysis specifically on those sequences. Ground truth data for test split, on which the developed TTA methods are evaluated for leader board ranking, are not publicly available.  The proposed solution secured a 3rd place in a challenge and received an innovation award. Contrary to the solutions that scored better, we did not use any external pretrained models or specialized data augmentations, to keep the solutions as general as possible. We have focused on analyzing the distributional shift and developing a method that could adapt to changing data dynamics and generalize across different scenarios.",2023-10-20,2023-10-20,"cs.CV, cs.AI, cs.LG",http://arxiv.org/pdf/2310.13533v1,http://arxiv.org/abs/2310.13533v1,,,ICCV,2024,cs.CV,2025-09-09T07:37:23.888033
2310.08986v1,VCL Challenges 2023 at ICCV 2023 Technical Report: Bi-level Adaptation  Method for Test-time Adaptive Object Detection,Chenyu Lin; Yusheng He; Zhengqing Zang; Chenwei Tang; Tao Wang; Jiancheng Lv,"This report outlines our team's participation in VCL Challenges B Continual Test_time Adaptation, focusing on the technical details of our approach. Our primary focus is Testtime Adaptation using bi_level adaptations, encompassing image_level and detector_level adaptations. At the image level, we employ adjustable parameterbased image filters, while at the detector level, we leverage adjustable parameterbased mean teacher modules. Ultimately, through the utilization of these bi_level adaptations, we have achieved a remarkable 38.3% mAP on the target domain of the test set within VCL Challenges B. It is worth noting that the minimal drop in mAP, is mearly 4.2%, and the overall performance is 32.5% mAP.",2023-10-13,2023-10-13,cs.CV,http://arxiv.org/pdf/2310.08986v1,http://arxiv.org/abs/2310.08986v1,,,ICCV,2024,cs.CV,2025-09-09T07:37:23.888057
2310.06440v1,Solution for SMART-101 Challenge of ICCV Multi-modal Algorithmic  Reasoning Task 2023,Xiangyu Wu; Yang Yang; Shengdong Xu; Yifeng Wu; Qingguo Chen; Jianfeng Lu,"In this paper, we present our solution to a Multi-modal Algorithmic Reasoning Task: SMART-101 Challenge. Different from the traditional visual question-answering datasets, this challenge evaluates the abstraction, deduction, and generalization abilities of neural networks in solving visuolinguistic puzzles designed specifically for children in the 6-8 age group. We employed a divide-and-conquer approach. At the data level, inspired by the challenge paper, we categorized the whole questions into eight types and utilized the llama-2-chat model to directly generate the type for each question in a zero-shot manner. Additionally, we trained a yolov7 model on the icon45 dataset for object detection and combined it with the OCR method to recognize and locate objects and text within the images. At the model level, we utilized the BLIP-2 model and added eight adapters to the image encoder VIT-G to adaptively extract visual features for different question types. We fed the pre-constructed question templates as input and generated answers using the flan-t5-xxl decoder. Under the puzzle splits configuration, we achieved an accuracy score of 26.5 on the validation set and 24.30 on the private test set.",2023-10-10,2023-10-10,cs.CV,http://arxiv.org/pdf/2310.06440v1,http://arxiv.org/abs/2310.06440v1,,,ICCV,2024,cs.CV,2025-09-09T07:37:23.888082
2311.11470v1,1st Place in ICCV 2023 Workshop Challenge Track 1 on Resource Efficient  Deep Learning for Computer Vision: Budgeted Model Training Challenge,Youngjun Kwak; Seonghun Jeong; Yunseung Lee; Changick Kim,"The budgeted model training challenge aims to train an efficient classification model under resource limitations. To tackle this task in ImageNet-100, we describe a simple yet effective resource-aware backbone search framework composed of profile and instantiation phases. In addition, we employ multi-resolution ensembles to boost inference accuracy on limited resources. The profile phase obeys time and memory constraints to determine the models' optimal batch-size, max epochs, and automatic mixed precision (AMP). And the instantiation phase trains models with the determined parameters from the profile phase. For improving intra-domain generalizations, the multi-resolution ensembles are formed by two-resolution images with randomly applied flips. We present a comprehensive analysis with expensive experiments. Based on our approach, we win first place in International Conference on Computer Vision (ICCV) 2023 Workshop Challenge Track 1 on Resource Efficient Deep Learning for Computer Vision (RCV).",2023-08-09,2023-08-09,cs.CV,http://arxiv.org/pdf/2311.11470v1,http://arxiv.org/abs/2311.11470v1,,,ICCV,2024,cs.CV,2025-09-09T07:37:23.888110
2411.07845v1,Ethical Concern Identification in NLP: A Corpus of ACL Anthology Ethics  Statements,Antonia Karamolegkou; Sandrine Schiller Hansen; Ariadni Christopoulou; Filippos Stamatiou; Anne Lauscher; Anders Søgaard,"What ethical concerns, if any, do LLM researchers have? We introduce EthiCon, a corpus of 1,580 ethical concern statements extracted from scientific papers published in the ACL Anthology. We extract ethical concern keywords from the statements and show promising results in automating the concern identification process. Through a survey, we compare the ethical concerns of the corpus to the concerns listed by the general public and professionals in the field. Finally, we compare our retrieved ethical concerns with existing taxonomies pointing to gaps and future research directions.",2024-11-12,2024-11-12,"cs.CL, cs.AI, cs.CY",http://arxiv.org/pdf/2411.07845v1,http://arxiv.org/abs/2411.07845v1,,,ACL,2024,cs.CL,2025-09-09T07:37:27.718445
2408.04675v1,ACL Ready: RAG Based Assistant for the ACL Checklist,Michael Galarnyk; Rutwik Routu; Kosha Bheda; Priyanshu Mehta; Agam Shah; Sudheer Chava,"The ARR Responsible NLP Research checklist website states that the ""checklist is designed to encourage best practices for responsible research, addressing issues of research ethics, societal impact and reproducibility."" Answering the questions is an opportunity for authors to reflect on their work and make sure any shared scientific assets follow best practices. Ideally, considering the checklist before submission can favorably impact the writing of a research paper. However, the checklist is often filled out at the last moment. In this work, we introduce ACLReady, a retrieval-augmented language model application that can be used to empower authors to reflect on their work and assist authors with the ACL checklist. To test the effectiveness of the system, we conducted a qualitative study with 13 users which shows that 92% of users found the application useful and easy to use as well as 77% of the users found that the application provided the information they expected. Our code is publicly available under the CC BY-NC 4.0 license on GitHub.",2024-08-07,2024-08-07,"cs.CL, cs.AI, cs.IR",http://arxiv.org/pdf/2408.04675v1,http://arxiv.org/abs/2408.04675v1,,,ACL,2024,cs.CL,2025-09-09T07:37:27.718520
2404.08666v2,Revealing Trends in Datasets from the 2022 ACL and EMNLP Conferences,Jesse Atuhurra; Hidetaka Kamigaito,"Natural language processing (NLP) has grown significantly since the advent of the Transformer architecture. Transformers have given birth to pre-trained large language models (PLMs). There has been tremendous improvement in the performance of NLP systems across several tasks. NLP systems are on par or, in some cases, better than humans at accomplishing specific tasks. However, it remains the norm that \emph{better quality datasets at the time of pretraining enable PLMs to achieve better performance, regardless of the task.} The need to have quality datasets has prompted NLP researchers to continue creating new datasets to satisfy particular needs. For example, the two top NLP conferences, ACL and EMNLP, accepted ninety-two papers in 2022, introducing new datasets. This work aims to uncover the trends and insights mined within these datasets. Moreover, we provide valuable suggestions to researchers interested in curating datasets in the future.",2024-03-31,2024-07-15,"cs.CL, cs.LG",http://arxiv.org/pdf/2404.08666v2,http://arxiv.org/abs/2404.08666v2,,,ACL,2024,cs.CL,2025-09-09T07:37:27.718548
2403.00791v2,L+M-24: Building a Dataset for Language + Molecules @ ACL 2024,Carl Edwards; Qingyun Wang; Lawrence Zhao; Heng Ji,"Language-molecule models have emerged as an exciting direction for molecular discovery and understanding. However, training these models is challenging due to the scarcity of molecule-language pair datasets. At this point, datasets have been released which are 1) small and scraped from existing databases, 2) large but noisy and constructed by performing entity linking on the scientific literature, and 3) built by converting property prediction datasets to natural language using templates. In this document, we detail the $\textit{L+M-24}$ dataset, which has been created for the Language + Molecules Workshop shared task at ACL 2024. In particular, $\textit{L+M-24}$ is designed to focus on three key benefits of natural language in molecule design: compositionality, functionality, and abstraction.",2024-02-22,2024-07-04,"cs.CL, cs.AI, q-bio.BM, q-bio.QM",http://arxiv.org/pdf/2403.00791v2,http://arxiv.org/abs/2403.00791v2,,,ACL,2024,cs.CL,2025-09-09T07:37:27.718574
2310.20467v1,ACL Anthology Helper: A Tool to Retrieve and Manage Literature from ACL  Anthology,Chen Tang; Frank Guerin; Chenghua Lin,"The ACL Anthology is an online repository that serves as a comprehensive collection of publications in the field of natural language processing (NLP) and computational linguistics (CL). This paper presents a tool called ``ACL Anthology Helper''. It automates the process of parsing and downloading papers along with their meta-information, which are then stored in a local MySQL database. This allows for efficient management of the local papers using a wide range of operations, including ""where,"" ""group,"" ""order,"" and more. By providing over 20 operations, this tool significantly enhances the retrieval of literature based on specific conditions. Notably, this tool has been successfully utilised in writing a survey paper (Tang et al.,2022a). By introducing the ACL Anthology Helper, we aim to enhance researchers' ability to effectively access and organise literature from the ACL Anthology. This tool offers a convenient solution for researchers seeking to explore the ACL Anthology's vast collection of publications while allowing for more targeted and efficient literature retrieval.",2023-10-31,2023-10-31,"cs.CL, cs.AI",http://arxiv.org/pdf/2310.20467v1,http://arxiv.org/abs/2310.20467v1,,,ACL,2024,cs.CL,2025-09-09T07:37:27.718599
2305.14996v2,The ACL OCL Corpus: Advancing Open Science in Computational Linguistics,Shaurya Rohatgi; Yanxia Qin; Benjamin Aw; Niranjana Unnithan; Min-Yen Kan,"We present ACL OCL, a scholarly corpus derived from the ACL Anthology to assist Open scientific research in the Computational Linguistics domain. Integrating and enhancing the previous versions of the ACL Anthology, the ACL OCL contributes metadata, PDF files, citation graphs and additional structured full texts with sections, figures, and links to a large knowledge resource (Semantic Scholar). The ACL OCL spans seven decades, containing 73K papers, alongside 210K figures.  We spotlight how ACL OCL applies to observe trends in computational linguistics. By detecting paper topics with a supervised neural model, we note that interest in ""Syntax: Tagging, Chunking and Parsing"" is waning and ""Natural Language Generation"" is resurging. Our dataset is available from HuggingFace (https://huggingface.co/datasets/WINGNUS/ACL-OCL).",2023-05-24,2023-10-24,"cs.CL, cs.DL",http://arxiv.org/pdf/2305.14996v2,http://arxiv.org/abs/2305.14996v2,,,ACL,2024,cs.CL,2025-09-09T07:37:27.718628
2201.11443v3,Yes-Yes-Yes: Proactive Data Collection for ACL Rolling Review and Beyond,Nils Dycke; Ilia Kuznetsov; Iryna Gurevych,"The shift towards publicly available text sources has enabled language processing at unprecedented scale, yet leaves under-serviced the domains where public and openly licensed data is scarce. Proactively collecting text data for research is a viable strategy to address this scarcity, but lacks systematic methodology taking into account the many ethical, legal and confidentiality-related aspects of data collection. Our work presents a case study on proactive data collection in peer review -- a challenging and under-resourced NLP domain. We outline ethical and legal desiderata for proactive data collection and introduce ""Yes-Yes-Yes"", the first donation-based peer reviewing data collection workflow that meets these requirements. We report on the implementation of Yes-Yes-Yes at ACL Rolling Review and empirically study the implications of proactive data collection for the dataset size and the biases induced by the donation behavior on the peer reviewing platform.",2022-01-27,2022-10-20,cs.CL,http://arxiv.org/pdf/2201.11443v3,http://arxiv.org/abs/2201.11443v3,,,ACL,2024,cs.CL,2025-09-09T07:37:27.718659
1911.10392v1,When is ACL's Deadline? A Scientific Conversational Agent,Mohsen Mesgar; Paul Youssef; Lin Li; Dominik Bierwirth; Yihao Li; Christian M. Meyer; Iryna Gurevych,"Our conversational agent UKP-ATHENA assists NLP researchers in finding and exploring scientific literature, identifying relevant authors, planning or post-processing conference visits, and preparing paper submissions using a unified interface based on natural language inputs and responses. UKP-ATHENA enables new access paths to our swiftly evolving research area with its massive amounts of scientific information and high turnaround times. UKP-ATHENA's responses connect information from multiple heterogeneous sources which researchers currently have to explore manually one after another. Unlike a search engine, UKP-ATHENA maintains the context of a conversation to allow for efficient information access on papers, researchers, and conferences. Our architecture consists of multiple components with reference implementations that can be easily extended by new skills and domains. Our user-based evaluation shows that UKP-ATHENA already responds 45% of different formulations of defined intents with 37% information coverage rate.",2019-11-23,2019-11-23,cs.CL,http://arxiv.org/pdf/1911.10392v1,http://arxiv.org/abs/1911.10392v1,,,ACL,2024,cs.CL,2025-09-09T07:37:27.718687
1911.03562v1,The State of NLP Literature: A Diachronic Analysis of the ACL Anthology,Saif M. Mohammad,"The ACL Anthology (AA) is a digital repository of tens of thousands of articles on Natural Language Processing (NLP). This paper examines the literature as a whole to identify broad trends in productivity, focus, and impact. It presents the analyses in a sequence of questions and answers. The goal is to record the state of the AA literature: who and how many of us are publishing? what are we publishing on? where and in what form are we publishing? and what is the impact of our publications? The answers are usually in the form of numbers, graphs, and inter-connected visualizations. Special emphasis is laid on the demographics and inclusiveness of NLP publishing. Notably, we find that only about 30% of first authors are female, and that this percentage has not improved since the year 2000. We also show that, on average, female first authors are cited less than male first authors, even when controlling for experience. We hope that recording citation and participation gaps across demographic groups will encourage more inclusiveness and fairness in research.",2019-11-08,2019-11-08,"cs.DL, cs.CL",http://arxiv.org/pdf/1911.03562v1,http://arxiv.org/abs/1911.03562v1,,,ACL,2024,cs.CL,2025-09-09T07:37:27.718707
0102022v2,Finite-State Phonology: Proceedings of the 5th Workshop of the ACL  Special Interest Group in Computational Phonology (SIGPHON),Jason Eisner; Lauri Karttunen; Alain Theriault,"Home page of the workshop proceedings, with pointers to the individually archived papers. Includes front matter from the printed version of the proceedings.",2001-02-22,2001-02-23,"cs.CL, I.2.7",http://arxiv.org/pdf/cs/0102022v2,http://arxiv.org/abs/cs/0102022v2,,"Jason Eisner, Lauri Karttunen and Alain Theriault (eds.),
  Finite-State Phonology: Proceedings of the 5th Workshop of the ACL Special
  Interest Group in Computational Phonology (SIGPHON). Luxembourg, August 2000",ACL,2024,cs.CL,2025-09-09T07:37:27.718730
2508.15250v2,EMNLP: Educator-role Moral and Normative Large Language Models Profiling,Yilin Jiang; Mingzi Zhang; Sheng Jin; Zengyi Yu; Xiangjie Kong; Binghao Tu,"Simulating Professions (SP) enables Large Language Models (LLMs) to emulate professional roles. However, comprehensive psychological and ethical evaluation in these contexts remains lacking. This paper introduces EMNLP, an Educator-role Moral and Normative LLMs Profiling framework for personality profiling, moral development stage measurement, and ethical risk under soft prompt injection. EMNLP extends existing scales and constructs 88 teacher-specific moral dilemmas, enabling profession-oriented comparison with human teachers. A targeted soft prompt injection set evaluates compliance and vulnerability in teacher SP. Experiments on 14 LLMs show teacher-role LLMs exhibit more idealized and polarized personalities than human teachers, excel in abstract moral reasoning, but struggle with emotionally complex situations. Models with stronger reasoning are more vulnerable to harmful prompt injection, revealing a paradox between capability and safety. The model temperature and other hyperparameters have limited influence except in some risk behaviors. This paper presents the first benchmark to assess ethical and psychological alignment of teacher-role LLMs for educational AI. Resources are available at https://e-m-n-l-p.github.io/.",2025-08-21,2025-09-07,"cs.CL, I.2.7",http://arxiv.org/pdf/2508.15250v2,http://arxiv.org/abs/2508.15250v2,,,EMNLP,2024,cs.CL,2025-09-09T07:37:31.261537
2404.08666v2,Revealing Trends in Datasets from the 2022 ACL and EMNLP Conferences,Jesse Atuhurra; Hidetaka Kamigaito,"Natural language processing (NLP) has grown significantly since the advent of the Transformer architecture. Transformers have given birth to pre-trained large language models (PLMs). There has been tremendous improvement in the performance of NLP systems across several tasks. NLP systems are on par or, in some cases, better than humans at accomplishing specific tasks. However, it remains the norm that \emph{better quality datasets at the time of pretraining enable PLMs to achieve better performance, regardless of the task.} The need to have quality datasets has prompted NLP researchers to continue creating new datasets to satisfy particular needs. For example, the two top NLP conferences, ACL and EMNLP, accepted ninety-two papers in 2022, introducing new datasets. This work aims to uncover the trends and insights mined within these datasets. Moreover, we provide valuable suggestions to researchers interested in curating datasets in the future.",2024-03-31,2024-07-15,"cs.CL, cs.LG",http://arxiv.org/pdf/2404.08666v2,http://arxiv.org/abs/2404.08666v2,,,EMNLP,2024,cs.CL,2025-09-09T07:37:31.261568
